"","total.seagrass","Turf.algae","total.sponges","other.inverts","corals","Unconsolidated","Consolidated","Macroalgae","dominant"
"2512",36,32,0,0,0,16,0,16,"total.seagrass"
"2513",64,28,0,0,0,8,0,0,"total.seagrass"
"2514",44,44,0,0,0,8,0,4,"total.seagrass"
"2515",24,76,0,0,0,0,0,0,"Turf.algae"
"2516",8,40,0,0,0,12,0,40,"Turf.algae"
"2517",72,12,0,0,0,4,0,12,"total.seagrass"
"2518",88,4,0,0,0,8,0,0,"total.seagrass"
"2519",52,28,0,0,0,12,0,8,"total.seagrass"
"2520",64,32,0,0,0,4,0,0,"total.seagrass"
"2521",68,20,0,0,0,8,0,4,"total.seagrass"
"2522",56,28,0,0,0,12,0,4,"total.seagrass"
"2523",80,8,0,0,0,4,0,8,"total.seagrass"
"2524",36,20,4,0,8,20,0,12,"total.seagrass"
"2525",88,0,0,0,0,4,0,8,"total.seagrass"
"2526",52,24,0,0,0,16,0,8,"total.seagrass"
"2527",40,52,0,0,0,8,0,0,"Turf.algae"
"2528",80,0,0,0,0,20,0,0,"total.seagrass"
"2529",100,0,0,0,0,0,0,0,"total.seagrass"
"2530",76,16,0,0,0,0,0,8,"total.seagrass"
"2531",88,8,0,0,0,4,0,0,"total.seagrass"
"2532",88,0,0,0,0,8,0,4,"total.seagrass"
"2533",92,8,0,0,0,0,0,0,"total.seagrass"
"2534",82.61,0,0,0,0,13.04,0,4.35,"total.seagrass"
"2535",80,16,0,0,0,4,0,0,"total.seagrass"
"2536",92,0,0,0,0,8,0,0,"total.seagrass"
"2537",76,12,0,0,0,12,0,0,"total.seagrass"
"2538",88,8,0,0,0,4,0,0,"total.seagrass"
"2539",76,0,0,0,0,4,0,20,"total.seagrass"
"2540",80,8,0,0,0,12,0,0,"total.seagrass"
"2541",88,4,0,0,0,4,0,4,"total.seagrass"
"2542",48,36,0,0,0,16,0,0,"total.seagrass"
"2543",72,20,0,0,0,8,0,0,"total.seagrass"
"2544",12.5,62.5,0,0,0,12.5,0,12.5,"Turf.algae"
"2545",13.05,56.52,0,0,0,8.7,0,21.74,"Turf.algae"
"2546",50,40.91,0,0,0,4.55,0,4.55,"total.seagrass"
"2547",64,12,0,0,0,24,0,0,"total.seagrass"
"2548",52.17,13.04,0,0,0,13.04,0,21.74,"total.seagrass"
"2549",69.57,17.39,0,0,0,8.7,0,4.35,"total.seagrass"
"2550",64,8,0,0,0,8,0,20,"total.seagrass"
"2551",88,8,0,0,0,4,0,0,"total.seagrass"
"2552",88,0,0,0,0,12,0,0,"total.seagrass"
"2553",95.24,0,0,0,0,4.76,0,0,"total.seagrass"
"2554",79.16,12.5,0,0,0,8.33,0,0,"total.seagrass"
"2555",69.57,13.04,0,0,0,13.04,0,4.35,"total.seagrass"
"2556",91.67,4.17,0,0,0,0,0,4.17,"total.seagrass"
"2557",76,16,0,0,0,8,0,0,"total.seagrass"
"2558",50,25,0,0,0,10,0,15,"total.seagrass"
"2559",68,28,0,0,0,4,0,0,"total.seagrass"
"2560",44,36,0,0,0,12,0,8,"total.seagrass"
"2561",100,0,0,0,0,0,0,0,"total.seagrass"
"2562",92,0,0,0,0,8,0,0,"total.seagrass"
"2563",100,0,0,0,0,0,0,0,"total.seagrass"
"2564",96,0,0,0,0,4,0,0,"total.seagrass"
"2565",80,0,0,0,0,8,0,12,"total.seagrass"
"2566",76.19,9.52,0,0,0,14.29,0,0,"total.seagrass"
"2567",100,0,0,0,0,0,0,0,"total.seagrass"
"2568",100,0,0,0,0,0,0,0,"total.seagrass"
"2569",100,0,0,0,0,0,0,0,"total.seagrass"
"2570",100,0,0,0,0,0,0,0,"total.seagrass"
"2571",96,0,0,0,0,4,0,0,"total.seagrass"
"2572",76,16,0,0,0,4,0,4,"total.seagrass"
"2573",100,0,0,0,0,0,0,0,"total.seagrass"
"2574",100,0,0,0,0,0,0,0,"total.seagrass"
"2575",79.17,0,0,0,0,20.83,0,0,"total.seagrass"
"2576",80,12,0,0,0,8,0,0,"total.seagrass"
"2577",84,8,0,0,0,8,0,0,"total.seagrass"
"2578",52,36,0,0,0,4,0,8,"total.seagrass"
"2579",30,10,0,0,0,25,0,35,"Macroalgae"
"2580",43.48,52.17,0,0,0,4.35,0,0,"Turf.algae"
"2581",45.84,20.83,0,0,0,12.5,0,20.84,"total.seagrass"
"2582",62.5,12.5,0,0,0,4.17,0,20.84,"total.seagrass"
"2583",92,8,0,0,0,0,0,0,"total.seagrass"
"2584",100,0,0,0,0,0,0,0,"total.seagrass"
"2585",72,28,0,0,0,0,0,0,"total.seagrass"
"2586",64,24,0,0,0,12,0,0,"total.seagrass"
"2587",0,64,0,0,0,8,0,28,"Turf.algae"
"2588",59.09,22.73,0,0,0,4.55,0,13.65,"total.seagrass"
"2589",30,35,0,0,0,5,0,30,"Turf.algae"
"2590",50,22.73,0,0,0,18.18,0,9.09,"total.seagrass"
"2591",60,28,0,0,0,12,0,0,"total.seagrass"
"2592",87.5,4.17,0,0,4.17,0,0,4.17,"total.seagrass"
"2593",64,28,0,0,0,8,0,0,"total.seagrass"
"2594",96,0,0,0,0,4,0,0,"total.seagrass"
"2595",37.5,37.5,0,0,0,0,8.33,16.67,"total.seagrass"
"2596",91.31,0,0,0,0,0,4.35,4.35,"total.seagrass"
"2597",14.29,38.09,0,0,0,19.05,0,28.57,"Turf.algae"
"2598",33.33,50,0,0,0,12.5,0,4.17,"Turf.algae"
"2599",13.04,60.87,0,0,0,8.7,0,17.39,"Turf.algae"
"2600",62.5,25,0,0,0,4.17,0,8.33,"total.seagrass"
"2601",48,8,0,0,0,24,0,20,"total.seagrass"
"2602",61.9,0,0,0,9.52,19.05,0,9.52,"total.seagrass"
"2603",57.14,42.86,0,0,0,0,0,0,"total.seagrass"
"2604",40,5,0,0,0,0,0,55,"Macroalgae"
"2605",80,0,0,0,0,16,4,0,"total.seagrass"
"2606",96,0,0,0,0,4,0,0,"total.seagrass"
"2607",12,40,4,0,0,24,0,20,"Turf.algae"
"2608",16,68,0,0,0,12,0,4,"Turf.algae"
"2609",32,60,0,0,0,8,0,0,"Turf.algae"
"2610",72,16,0,0,0,8,0,4,"total.seagrass"
"2611",40,20,4,0,0,8,0,28,"total.seagrass"
"2612",32,52,0,0,0,16,0,0,"Turf.algae"
"2613",80,0,0,0,0,16,0,4,"total.seagrass"
"2614",4,72,0,0,0,8,4,12,"Turf.algae"
"2615",52,24,0,0,0,8,0,16,"total.seagrass"
"2616",72,8,0,0,0,20,0,0,"total.seagrass"
"2617",44,28,0,0,0,24,0,4,"total.seagrass"
"2618",24,60,0,0,0,8,0,8,"Turf.algae"
"2619",4,28,0,0,0,16,0,52,"Macroalgae"
"2620",0,72,0,0,0,16,0,12,"Turf.algae"
"2621",48,24,0,0,0,24,0,4,"total.seagrass"
"2622",8,56,0,0,0,12,0,24,"Turf.algae"
"2623",52,16,0,0,0,12,0,20,"total.seagrass"
"2624",40,40,0,0,0,20,0,0,"total.seagrass"
"2625",8,76,0,0,0,12,0,4,"Turf.algae"
"2626",12,64,0,0,0,16,0,8,"Turf.algae"
"2627",24,68,0,0,0,8,0,0,"Turf.algae"
"2628",100,0,0,0,0,0,0,0,"total.seagrass"
"2629",4,80,0,0,0,4,0,12,"Turf.algae"
"2630",20,64,4,0,0,0,0,12,"Turf.algae"
"2631",28,52,0,0,0,16,0,4,"Turf.algae"
"2632",32,48,0,0,0,16,0,4,"Turf.algae"
"2633",76,8,0,0,0,16,0,0,"total.seagrass"
"2634",12,68,0,0,0,20,0,0,"Turf.algae"
"2635",4,80,4,0,0,4,4,4,"Turf.algae"
"2636",4,68,0,0,0,4,0,24,"Turf.algae"
"2637",4,52,0,0,0,12,0,32,"Turf.algae"
"2638",56,44,0,0,0,0,0,0,"total.seagrass"
"2639",64,16,4,0,0,4,0,12,"total.seagrass"
"2640",40,36,8,0,0,8,8,0,"total.seagrass"
"2641",68,8,0,0,0,4,0,20,"total.seagrass"
"2642",100,0,0,0,0,0,0,0,"total.seagrass"
"2643",64,16,0,0,0,16,0,4,"total.seagrass"
"2644",24,52,4,0,0,12,4,4,"Turf.algae"
"2645",52,24,4,0,0,8,0,12,"total.seagrass"
"2646",0,88,0,0,0,8,0,4,"Turf.algae"
"2647",4,64,0,0,0,20,0,12,"Turf.algae"
"2648",36,36,0,0,0,16,0,12,"total.seagrass"
"2649",36,32,4,0,0,24,0,4,"total.seagrass"
"2650",40,28,0,0,0,20,0,12,"total.seagrass"
"2651",92,0,0,0,0,8,0,0,"total.seagrass"
"2652",88,0,0,0,0,12,0,0,"total.seagrass"
"2653",92,4,0,0,0,4,0,0,"total.seagrass"
"2654",100,0,0,0,0,0,0,0,"total.seagrass"
"2655",0,20,0,0,0,0,0,80,"Macroalgae"
"2656",24,76,0,0,0,0,0,0,"Turf.algae"
"2657",8,52,0,0,0,20,0,20,"Turf.algae"
"2658",0,44,0,0,0,16,0,40,"Turf.algae"
"2659",8,56,0,0,0,20,0,16,"Turf.algae"
"2660",84,8,0,0,0,8,0,0,"total.seagrass"
"2661",12,56,0,0,0,12,0,20,"Turf.algae"
"2662",32,16,0,0,0,12,0,40,"Macroalgae"
"2663",28,24,0,0,0,28,0,20,"total.seagrass"
"2664",8,64,0,0,0,8,0,20,"Turf.algae"
"2665",0,92,0,0,0,8,0,0,"Turf.algae"
"2666",0,44,0,0,0,8,0,48,"Macroalgae"
"2667",8,60,0,0,0,8,0,24,"Turf.algae"
"2668",4,68,0,0,0,20,0,8,"Turf.algae"
"2669",4,72,0,0,0,4,0,20,"Turf.algae"
"2670",0,0,0,0,0,8,0,92,"Macroalgae"
"2671",0,64,0,0,0,0,0,36,"Turf.algae"
"2672",92,0,0,0,0,8,0,0,"total.seagrass"
"2673",64,0,0,0,0,12,12,12,"total.seagrass"
"2674",60,0,0,0,0,40,0,0,"total.seagrass"
"2675",43.48,0,0,0,0,17.39,0,39.13,"total.seagrass"
"2676",92,0,0,0,0,8,0,0,"total.seagrass"
"2677",52,0,0,0,0,0,0,48,"total.seagrass"
"2678",0,72,0,0,0,0,0,28,"Turf.algae"
"2679",0,44,0,0,0,24,0,32,"Turf.algae"
"2680",0,72.73,0,4.55,0,0,0,27.28,"Turf.algae"
"2681",0,80,0,0,0,16,0,4,"Turf.algae"
"2682",0,88,0,0,0,0,0,12,"Turf.algae"
"2683",4,64,0,0,0,20,0,12,"Turf.algae"
"2684",0,24,0,0,0,8,0,68,"Macroalgae"
"2685",0,60,0,0,0,4,4,32,"Turf.algae"
"2686",0,76,0,0,0,12,4,8,"Turf.algae"
"2687",0,96,0,0,0,0,0,4,"Turf.algae"
"2688",4,80,0,0,0,4,0,12,"Turf.algae"
"2689",44,32,0,0,0,12,0,12,"total.seagrass"
"2690",0,88,0,0,0,4,0,8,"Turf.algae"
"2691",4,76,0,0,0,4,0,16,"Turf.algae"
"2692",48,44,0,0,0,8,0,0,"total.seagrass"
"2693",8,60,0,0,0,12,8,12,"Turf.algae"
"2694",0,83.33,0,0,0,0,0,16.67,"Turf.algae"
"2695",4,48,0,0,0,4,0,44,"Turf.algae"
"2696",28,28,0,0,0,0,0,44,"Macroalgae"
"2697",100,0,0,0,0,0,0,0,"total.seagrass"
"2698",100,0,0,0,0,0,0,0,"total.seagrass"
"2699",100,0,0,0,0,0,0,0,"total.seagrass"
"2700",100,0,0,0,0,0,0,0,"total.seagrass"
"2701",100,0,0,0,0,0,0,0,"total.seagrass"
"2702",96,0,0,0,0,4,0,0,"total.seagrass"
"2703",100,0,0,0,0,0,0,0,"total.seagrass"
"2704",100,0,0,0,0,0,0,0,"total.seagrass"
"2705",100,0,0,0,0,0,0,0,"total.seagrass"
"2706",100,0,0,0,0,0,0,0,"total.seagrass"
"2707",84,0,0,0,0,16,0,0,"total.seagrass"
"2708",100,0,0,0,0,0,0,0,"total.seagrass"
"2709",44,16,0,0,0,16,4,20,"total.seagrass"
"2710",52,24,0,0,0,24,0,0,"total.seagrass"
"2711",68,24,0,0,0,8,0,0,"total.seagrass"
"2712",100,0,0,0,0,0,0,0,"total.seagrass"
"2713",100,0,0,0,0,0,0,0,"total.seagrass"
"2714",100,0,0,0,0,0,0,0,"total.seagrass"
"2715",96,0,0,0,0,4,0,0,"total.seagrass"
"2716",100,0,0,0,0,0,0,0,"total.seagrass"
"2717",16,16,0,0,0,20,8,40,"Macroalgae"
"2718",76,4,0,0,0,12,0,8,"total.seagrass"
"2719",100,0,0,0,0,0,0,0,"total.seagrass"
"2720",100,0,0,0,0,0,0,0,"total.seagrass"
"2721",80,0,0,0,0,20,0,0,"total.seagrass"
"2722",0,0,0,0,0,100,0,0,"Unconsolidated"
"2723",90.91,0,0,0,0,9.09,0,0,"total.seagrass"
"2724",100,0,0,0,0,0,0,0,"total.seagrass"
"2725",100,0,0,0,0,0,0,0,"total.seagrass"
"2726",100,0,0,0,0,0,0,0,"total.seagrass"
"2727",100,0,0,0,0,0,0,0,"total.seagrass"
"2728",96,0,0,0,0,4,0,0,"total.seagrass"
"2729",96,0,0,0,0,4,0,0,"total.seagrass"
"2730",88,0,0,0,0,12,0,0,"total.seagrass"
"2731",100,0,0,0,0,0,0,0,"total.seagrass"
"2732",96,0,0,0,0,4,0,0,"total.seagrass"
"2733",100,0,0,0,0,0,0,0,"total.seagrass"
"2734",100,0,0,0,0,0,0,0,"total.seagrass"
"2735",100,0,0,0,0,0,0,0,"total.seagrass"
"2736",40,0,0,0,0,24,0,36,"total.seagrass"
"2737",100,0,0,0,0,0,0,0,"total.seagrass"
"2738",100,0,0,0,0,0,0,0,"total.seagrass"
"2739",96,0,0,0,0,4,0,0,"total.seagrass"
"2740",100,0,0,0,0,0,0,0,"total.seagrass"
"2741",100,0,0,0,0,0,0,0,"total.seagrass"
"2742",100,0,0,0,0,0,0,0,"total.seagrass"
"2743",92,0,0,0,0,8,0,0,"total.seagrass"
"2744",100,0,0,0,0,0,0,0,"total.seagrass"
"2745",100,0,0,0,0,0,0,0,"total.seagrass"
"2746",100,0,0,0,0,0,0,0,"total.seagrass"
"2747",100,0,0,0,0,0,0,0,"total.seagrass"
"2748",100,0,0,0,0,0,0,0,"total.seagrass"
"2749",100,0,0,0,0,0,0,0,"total.seagrass"
"2750",76,8,0,0,0,12,0,4,"total.seagrass"
"2751",52,4,0,0,0,32,12,0,"total.seagrass"
"2752",96,0,0,0,0,4,0,0,"total.seagrass"
"2753",92,0,0,0,0,0,4,4,"total.seagrass"
"2754",96,0,0,0,0,4,0,0,"total.seagrass"
"2755",92,4,0,0,0,4,0,0,"total.seagrass"
"2756",100,0,0,0,0,0,0,0,"total.seagrass"
"2757",84,0,0,0,0,16,0,0,"total.seagrass"
"2758",96,0,0,0,0,4,0,0,"total.seagrass"
"2759",100,0,0,0,0,0,0,0,"total.seagrass"
"2760",16,4,0,0,0,52,0,28,"Unconsolidated"
"2761",68,4,0,0,0,20,0,8,"total.seagrass"
"2762",96,0,0,0,0,4,0,0,"total.seagrass"
"2763",92,0,0,0,0,8,0,0,"total.seagrass"
"2764",100,0,0,0,0,0,0,0,"total.seagrass"
"2765",92,0,0,0,0,8,0,0,"total.seagrass"
"2766",76,4,0,0,0,16,0,4,"total.seagrass"
"2767",80,0,0,0,0,20,0,0,"total.seagrass"
"2768",92,0,0,0,0,4,0,4,"total.seagrass"
"2769",96,0,0,0,0,4,0,0,"total.seagrass"
"2770",92,0,0,0,0,8,0,0,"total.seagrass"
"2771",100,0,0,0,0,0,0,0,"total.seagrass"
"2772",96,0,0,0,0,4,0,0,"total.seagrass"
"2773",92,0,0,0,0,8,0,0,"total.seagrass"
"2774",96,0,0,0,0,4,0,0,"total.seagrass"
"2775",88,0,0,0,0,12,0,0,"total.seagrass"
"2776",100,0,0,0,0,0,0,0,"total.seagrass"
"2777",80,0,0,0,0,12,4,4,"total.seagrass"
"2778",92,0,0,0,0,8,0,0,"total.seagrass"
"2779",96,0,0,0,0,4,0,0,"total.seagrass"
"2780",100,0,0,0,0,0,0,0,"total.seagrass"
"2781",92,0,0,0,0,8,0,0,"total.seagrass"
"2782",88,0,0,0,0,12,0,0,"total.seagrass"
"2783",92,0,0,0,0,8,0,0,"total.seagrass"
"2784",100,0,0,0,0,0,0,0,"total.seagrass"
"2785",100,0,0,0,0,0,0,0,"total.seagrass"
"2786",100,0,0,0,0,0,0,0,"total.seagrass"
"2787",100,0,0,0,0,0,0,0,"total.seagrass"
"2788",100,0,0,0,0,0,0,0,"total.seagrass"
"2789",100,0,0,0,0,0,0,0,"total.seagrass"
"2790",100,0,0,0,0,0,0,0,"total.seagrass"
"2791",100,0,0,0,0,0,0,0,"total.seagrass"
"2792",100,0,0,0,0,0,0,0,"total.seagrass"
"2793",100,0,0,0,0,0,0,0,"total.seagrass"
"2794",100,0,0,0,0,0,0,0,"total.seagrass"
"2795",96,0,0,0,0,4,0,0,"total.seagrass"
"2796",84,12,0,0,0,4,0,0,"total.seagrass"
"2797",100,0,0,0,0,0,0,0,"total.seagrass"
"2798",100,0,0,0,0,0,0,0,"total.seagrass"
"2799",96,0,0,0,0,4,0,0,"total.seagrass"
"2800",100,0,0,0,0,0,0,0,"total.seagrass"
"2801",100,0,0,0,0,0,0,0,"total.seagrass"
"2802",91.3,0,0,0,0,8.7,0,0,"total.seagrass"
"2803",96,0,0,0,0,4,0,0,"total.seagrass"
"2804",100,0,0,0,0,0,0,0,"total.seagrass"
"2805",96,0,0,0,0,4,0,0,"total.seagrass"
"2806",100,0,0,0,0,0,0,0,"total.seagrass"
"2807",100,0,0,0,0,0,0,0,"total.seagrass"
"2808",88,0,0,0,0,12,0,0,"total.seagrass"
"2809",100,0,0,0,0,0,0,0,"total.seagrass"
"2810",96,0,0,0,0,4,0,0,"total.seagrass"
"2811",100,0,0,0,0,0,0,0,"total.seagrass"
"2812",100,0,0,0,0,0,0,0,"total.seagrass"
"2813",100,0,0,0,0,0,0,0,"total.seagrass"
"2814",100,0,0,0,0,0,0,0,"total.seagrass"
"2815",92,0,0,0,0,8,0,0,"total.seagrass"
"2816",100,0,0,0,0,0,0,0,"total.seagrass"
"2817",92,0,0,0,0,8,0,0,"total.seagrass"
"2818",92,0,0,0,0,8,0,0,"total.seagrass"
"2819",92,0,0,0,0,0,0,8,"total.seagrass"
"2820",100,0,0,0,0,0,0,0,"total.seagrass"
"2821",52,0,0,0,0,12,4,32,"total.seagrass"
"2822",92,0,0,0,0,8,0,0,"total.seagrass"
"2823",96,0,0,0,0,4,0,0,"total.seagrass"
"2824",96,0,0,0,0,4,0,0,"total.seagrass"
"2825",96,0,0,0,0,4,0,0,"total.seagrass"
"2826",0,0,0,0,0,0,0,100,"Macroalgae"
"2827",89.47,0,0,0,0,10.53,0,0,"total.seagrass"
"2828",88,0,0,0,0,12,0,0,"total.seagrass"
"2829",96,0,0,0,0,4,0,0,"total.seagrass"
"2830",100,0,0,0,0,0,0,0,"total.seagrass"
"2831",100,0,0,0,0,0,0,0,"total.seagrass"
"2832",100,0,0,0,0,0,0,0,"total.seagrass"
"2833",100,0,0,0,0,0,0,0,"total.seagrass"
"2834",92,0,0,0,0,8,0,0,"total.seagrass"
"2835",100,0,0,0,0,0,0,0,"total.seagrass"
"2836",92,0,0,0,0,8,0,0,"total.seagrass"
"2837",100,0,0,0,0,0,0,0,"total.seagrass"
"2838",96,0,0,0,0,4,0,0,"total.seagrass"
"2839",96,0,0,0,0,4,0,0,"total.seagrass"
"2840",80,0,0,0,0,12,0,8,"total.seagrass"
"2841",96,0,0,0,0,4,0,0,"total.seagrass"
"2842",100,0,0,0,0,0,0,0,"total.seagrass"
"2843",100,0,0,0,0,0,0,0,"total.seagrass"
"2844",92,8,0,0,0,0,0,0,"total.seagrass"
"2845",76,12,0,0,0,12,0,0,"total.seagrass"
"2846",100,0,0,0,0,0,0,0,"total.seagrass"
"2847",100,0,0,0,0,0,0,0,"total.seagrass"
"2848",96,0,0,0,0,4,0,0,"total.seagrass"
"2849",100,0,0,0,0,0,0,0,"total.seagrass"
"2850",84,0,0,0,0,16,0,0,"total.seagrass"
"2851",96,0,0,0,0,4,0,0,"total.seagrass"
"2852",84,0,4,0,0,0,0,12,"total.seagrass"
"2853",92,4,0,0,0,4,0,0,"total.seagrass"
"2854",100,0,0,0,0,0,0,0,"total.seagrass"
"2855",100,0,0,0,0,0,0,0,"total.seagrass"
"2856",44,8,0,0,0,20,8,20,"total.seagrass"
"2857",72,4,0,0,0,20,0,4,"total.seagrass"
"2858",8,40,0,0,0,20,0,32,"Turf.algae"
"2859",76,8,0,0,0,4,0,12,"total.seagrass"
"2860",100,0,0,0,0,0,0,0,"total.seagrass"
"2861",96,0,0,0,0,4,0,0,"total.seagrass"
"2862",100,0,0,0,0,0,0,0,"total.seagrass"
"2863",100,0,0,0,0,0,0,0,"total.seagrass"
"2864",92,0,0,0,0,8,0,0,"total.seagrass"
"2865",76,0,0,0,0,8,0,16,"total.seagrass"
"2866",36,0,0,0,0,4,0,60,"Macroalgae"
"2867",100,0,0,0,0,0,0,0,"total.seagrass"
"2868",100,0,0,0,0,0,0,0,"total.seagrass"
"2869",100,0,0,0,0,0,0,0,"total.seagrass"
"2870",100,0,0,0,0,0,0,0,"total.seagrass"
"2871",100,0,0,0,0,0,0,0,"total.seagrass"
"2872",32,0,0,0,0,32,0,36,"Macroalgae"
"2873",100,0,0,0,0,0,0,0,"total.seagrass"
"2874",100,0,0,0,0,0,0,0,"total.seagrass"
"2875",100,0,0,0,0,0,0,0,"total.seagrass"
"2876",92,0,0,0,0,0,0,8,"total.seagrass"
"2877",0,0,0,0,0,20,0,80,"Macroalgae"
"2878",100,0,0,0,0,0,0,0,"total.seagrass"
"2879",84,0,0,0,0,16,0,0,"total.seagrass"
"2880",56,0,0,0,0,32,12,0,"total.seagrass"
"2881",96,0,0,0,0,4,0,0,"total.seagrass"
"2882",100,0,0,0,0,0,0,0,"total.seagrass"
"2883",100,0,0,0,0,0,0,0,"total.seagrass"
"2884",80,0,0,0,0,4,0,16,"total.seagrass"
"2885",100,0,0,0,0,0,0,0,"total.seagrass"
"2886",44,0,0,0,0,8,0,48,"Macroalgae"
"2887",100,0,0,0,0,0,0,0,"total.seagrass"
"2888",100,0,0,0,0,0,0,0,"total.seagrass"
"2889",60,0,0,0,0,12,0,28,"total.seagrass"
"2890",84,0,0,0,0,12,0,4,"total.seagrass"
"2891",88,4,0,0,0,8,0,0,"total.seagrass"
"2892",100,0,0,0,0,0,0,0,"total.seagrass"
"2893",80,0,0,0,0,8,0,12,"total.seagrass"
"2894",100,0,0,0,0,0,0,0,"total.seagrass"
"2895",100,0,0,0,0,0,0,0,"total.seagrass"
"2896",80,12,0,0,0,8,0,0,"total.seagrass"
"2897",100,0,0,0,0,0,0,0,"total.seagrass"
"2898",100,0,0,0,0,0,0,0,"total.seagrass"
"2899",96,0,0,0,0,4,0,0,"total.seagrass"
"2900",100,0,0,0,0,0,0,0,"total.seagrass"
"2901",25,0,0,0,0,55,0,20,"Unconsolidated"
"2902",57.14,0,0,0,0,38.1,0,4.76,"total.seagrass"
"2903",32,0,0,0,0,40,0,28,"Unconsolidated"
"2904",60,0,0,0,0,28,0,12,"total.seagrass"
"2905",28,0,0,0,0,52,0,20,"Unconsolidated"
"2906",24,0,0,0,0,44,0,32,"Unconsolidated"
"2907",56,0,0,0,0,32,0,12,"total.seagrass"
"2908",24,0,0,0,0,72,0,4,"Unconsolidated"
"2909",36,4,0,0,0,36,0,24,"total.seagrass"
"2910",76,0,0,0,0,24,0,0,"total.seagrass"
"2911",52,0,0,0,0,48,0,0,"total.seagrass"
"2912",0,0,0,0,0,76,0,24,"Unconsolidated"
"2913",8,0,4,0,0,44,20,24,"Unconsolidated"
"2914",0,0,0,0,0,64,0,36,"Unconsolidated"
"2915",12,0,0,0,0,60,0,28,"Unconsolidated"
"2916",20,0,0,0,0,60,0,20,"Unconsolidated"
"2917",88,0,0,0,0,12,0,0,"total.seagrass"
"2918",76,0,0,0,0,24,0,0,"total.seagrass"
"2919",48,0,0,0,0,52,0,0,"Unconsolidated"
"2920",36,0,0,0,0,64,0,0,"Unconsolidated"
"2921",48,0,0,0,0,32,0,20,"total.seagrass"
"2922",4,0,0,0,0,80,0,16,"Unconsolidated"
"2923",44,0,0,0,0,40,0,16,"total.seagrass"
"2924",4,0,0,0,0,84,0,12,"Unconsolidated"
"2925",56,0,0,0,0,24,0,20,"total.seagrass"
"2926",68,4,0,0,0,28,0,0,"total.seagrass"
"2927",8,0,0,0,0,76,0,12,"Unconsolidated"
"2928",0,0,0,0,0,64,0,36,"Unconsolidated"
"2929",28,0,0,0,0,12,0,60,"Macroalgae"
"2930",60,0,0,0,0,28,0,12,"total.seagrass"
"2931",52,0,0,0,0,40,0,8,"total.seagrass"
"2932",76,0,0,0,0,24,0,0,"total.seagrass"
"2933",52,0,0,0,0,24,0,24,"total.seagrass"
"2934",12,0,0,0,0,48,0,40,"Unconsolidated"
"2935",56,0,0,0,0,44,0,0,"total.seagrass"
"2936",8,0,0,0,0,52,0,40,"Unconsolidated"
"2937",0,0,0,0,0,52,0,48,"Unconsolidated"
"2938",0,0,0,0,0,56,0,44,"Unconsolidated"
"2939",24,0,0,0,0,60,0,16,"Unconsolidated"
"2940",40,0,0,0,0,36,0,24,"total.seagrass"
"2941",0,0,0,0,0,56,0,44,"Unconsolidated"
"2942",0,0,0,0,0,52,0,48,"Unconsolidated"
"2943",56,0,0,0,0,40,0,4,"total.seagrass"
"2944",48,0,0,0,0,44,0,8,"total.seagrass"
"2945",0,0,0,0,0,28,0,72,"Macroalgae"
"2946",0,0,0,0,0,56,0,44,"Unconsolidated"
"2947",44,0,0,0,0,32,0,24,"total.seagrass"
"2948",52,0,0,0,0,28,0,20,"total.seagrass"
"2949",48,0,0,0,0,32,0,20,"total.seagrass"
"2950",68,0,0,0,0,24,0,8,"total.seagrass"
"2951",12,0,0,0,0,4,0,84,"Macroalgae"
"2952",0,0,0,0,0,32,0,68,"Macroalgae"
"2953",0,0,0,0,0,24,0,76,"Macroalgae"
"2954",0,0,0,0,0,28,0,72,"Macroalgae"
"2955",28,0,0,0,0,24,0,48,"Macroalgae"
"2956",100,0,0,0,0,0,0,0,"total.seagrass"
"2957",100,0,0,0,0,0,0,0,"total.seagrass"
"2958",100,0,0,0,0,0,0,0,"total.seagrass"
"2959",100,0,0,0,0,0,0,0,"total.seagrass"
"2960",100,0,0,0,0,0,0,0,"total.seagrass"
"2961",96,0,0,0,0,4,0,0,"total.seagrass"
"2962",100,0,0,0,0,0,0,0,"total.seagrass"
"2963",100,0,0,0,0,0,0,0,"total.seagrass"
"2964",100,0,0,0,0,0,0,0,"total.seagrass"
"2965",0,0,0,0,0,100,0,0,"Unconsolidated"
"2966",88,0,0,0,0,4,0,8,"total.seagrass"
"2967",100,0,0,0,0,0,0,0,"total.seagrass"
"2968",100,0,0,0,0,0,0,0,"total.seagrass"
"2969",100,0,0,0,0,0,0,0,"total.seagrass"
"2970",40,0,0,0,0,28,0,32,"total.seagrass"
"2971",100,0,0,0,0,0,0,0,"total.seagrass"
"2972",100,0,0,0,0,0,0,0,"total.seagrass"
"2973",100,0,0,0,0,0,0,0,"total.seagrass"
"2974",100,0,0,0,0,0,0,0,"total.seagrass"
"2975",96,0,0,0,0,4,0,0,"total.seagrass"
"2976",100,0,0,0,0,0,0,0,"total.seagrass"
"2977",100,0,0,0,0,0,0,0,"total.seagrass"
"2978",100,0,0,0,0,0,0,0,"total.seagrass"
"2979",100,0,0,0,0,0,0,0,"total.seagrass"
"2980",64,16,0,0,0,20,0,0,"total.seagrass"
"2981",92,0,0,0,0,8,0,0,"total.seagrass"
"2982",96,0,0,0,0,4,0,0,"total.seagrass"
"2983",100,0,0,0,0,0,0,0,"total.seagrass"
